State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount,Region
Punjab,2022,2,Peer-to-peer payments,25952349,100938068541.26059,Northern Region
Punjab,2022,2,Recharge & bill payments,10161030,7652499714.013335,Northern Region
Punjab,2022,2,Financial Services,50483,57234782.46271806,Northern Region
Punjab,2022,2,Others,167081,111934787.80332899,Northern Region
Punjab,2022,3,Merchant payments,43089589,32370885165.312702,Northern Region
Punjab,2022,3,Peer-to-peer payments,29862592,107653378074.8723,Northern Region
Punjab,2022,3,Recharge & bill payments,11017816,9119649328.792372,Northern Region
Punjab,2022,3,Financial Services,57979,68249938.53956848,Northern Region
Punjab,2022,3,Others,149921,107280498.83777891,Northern Region
Punjab,2022,4,Merchant payments,48358802,38162493193.40967,Northern Region
Punjab,2022,4,Peer-to-peer payments,32377106,120512767954.9937,Northern Region
Punjab,2022,4,Recharge & bill payments,10895208,9248445985.684328,Northern Region
Punjab,2022,4,Financial Services,62809,72160390.22791913,Northern Region
Punjab,2022,4,Others,141255,111559653.6233382,Northern Region
Rajasthan,2018,1,Recharge & bill payments,4305940,868358581.1737025,Western Region
Rajasthan,2018,1,Peer-to-peer payments,2540658,7547652852.662634,Western Region
Rajasthan,2018,1,Financial Services,202537,37125466.49571308,Western Region
Rajasthan,2018,1,Merchant payments,184127,201212697.26059392,Western Region
Rajasthan,2018,1,Others,358428,271943533.1341365,Western Region
Rajasthan,2018,2,Recharge & bill payments,5288093,1511007056.1054273,Western Region
Rajasthan,2018,2,Peer-to-peer payments,3770555,13341587602.42217,Western Region
Rajasthan,2018,2,Merchant payments,345752,342809667.5935513,Western Region
Rajasthan,2018,2,Financial Services,279471,52145152.939022884,Western Region
Rajasthan,2018,2,Others,289826,311536696.6979239,Western Region
Rajasthan,2018,3,Peer-to-peer payments,7120792,21010614922.14291,Western Region
Rajasthan,2018,3,Recharge & bill payments,5894660,2252031409.9399676,Western Region
Rajasthan,2018,3,Merchant payments,711240,445504998.00142676,Western Region
Rajasthan,2018,3,Financial Services,230083,30185982.18078412,Western Region
Rajasthan,2018,3,Others,300323,302431358.9473551,Western Region
Rajasthan,2018,4,Peer-to-peer payments,10752729,33578327037.682453,Western Region
Rajasthan,2018,4,Recharge & bill payments,7557003,2743591538.832071,Western Region
Rajasthan,2018,4,Merchant payments,1985927,1172254323.973145,Western Region
Rajasthan,2018,4,Financial Services,311632,40412563.01456267,Western Region
Rajasthan,2018,4,Others,352432,374501619.8364362,Western Region
Rajasthan,2019,1,Peer-to-peer payments,27621606,55246071722.22856,Western Region
Rajasthan,2019,1,Recharge & bill payments,11650961,3821181816.620469,Western Region
Rajasthan,2019,1,Merchant payments,3921438,1664209334.568116,Western Region
Rajasthan,2019,1,Financial Services,359993,36340412.57538466,Western Region
Rajasthan,2019,1,Others,402042,373355289.5614773,Western Region
Rajasthan,2019,2,Peer-to-peer payments,25257679,79466464089.34059,Western Region
Rajasthan,2019,2,Recharge & bill payments,14968290,5709279550.854211,Western Region
Rajasthan,2019,2,Merchant payments,9026751,3435472167.201069,Western Region
Rajasthan,2019,2,Financial Services,182685,34134486.762421735,Western Region
Rajasthan,2019,2,Others,573881,461962878.5071422,Western Region
Rajasthan,2019,3,Peer-to-peer payments,29885618,97443950786.5758,Western Region
Rajasthan,2019,3,Merchant payments,19646612,6705923742.563935,Western Region
Rajasthan,2019,3,Recharge & bill payments,16970783,7872719571.602099,Western Region
Rajasthan,2019,3,Financial Services,217029,37899900.33366185,Western Region
Rajasthan,2019,3,Others,583575,407796030.8547787,Western Region
Rajasthan,2019,4,Peer-to-peer payments,43354317,140449134717.29102,Western Region
Rajasthan,2019,4,Recharge & bill payments,20604852,9028860435.054995,Western Region
Rajasthan,2019,4,Merchant payments,20544791,9721826538.354998,Western Region
Rajasthan,2019,4,Financial Services,101805,25014672.384446934,Western Region
Rajasthan,2019,4,Others,468477,227573686.58499062,Western Region
Rajasthan,2020,1,Peer-to-peer payments,48269912,165468574323.8896,Western Region
Rajasthan,2020,1,Merchant payments,27880848,13643061482.35596,Western Region
Rajasthan,2020,1,Recharge & bill payments,25631131,10961167179.813341,Western Region
Rajasthan,2020,1,Financial Services,72604,34466606.25327997,Western Region
Rajasthan,2020,1,Others,404317,200968968.69581178,Western Region
Rajasthan,2020,2,Peer-to-peer payments,49160792,166176386876.3004,Western Region
Rajasthan,2020,2,Recharge & bill payments,31681776,13014051935.53691,Western Region
Rajasthan,2020,2,Merchant payments,20756594,14354151782.392641,Western Region
Rajasthan,2020,2,Financial Services,92875,76662259.20544848,Western Region
Rajasthan,2020,2,Others,262619,142020149.829893,Western Region
Rajasthan,2020,3,Peer-to-peer payments,73247856,249006720239.33432,Western Region
Rajasthan,2020,3,Merchant payments,45149210,27714680562.343933,Western Region
Rajasthan,2020,3,Recharge & bill payments,30148875,16650017440.553331,Western Region
Rajasthan,2020,3,Financial Services,146383,113675141.51464571,Western Region
Rajasthan,2020,3,Others,396352,193212778.71178642,Western Region
Rajasthan,2020,4,Peer-to-peer payments,88730951,321280847680.9502,Western Region
Rajasthan,2020,4,Merchant payments,67367264,46142484518.08269,Western Region
Rajasthan,2020,4,Recharge & bill payments,33455755,18123908525.970142,Western Region
Rajasthan,2020,4,Financial Services,169294,136058685.852993,Western Region
Rajasthan,2020,4,Others,560171,351480425.6482615,Western Region
Rajasthan,2021,1,Peer-to-peer payments,116733195,408190388154.2274,Western Region
Rajasthan,2021,1,Merchant payments,96394132,61936457709.223076,Western Region
Rajasthan,2021,1,Recharge & bill payments,38919519,20855464604.34405,Western Region
Rajasthan,2021,1,Financial Services,192936,162581466.9330898,Western Region
Rajasthan,2021,1,Others,491137,347689722.9177618,Western Region
Rajasthan,2021,2,Peer-to-peer payments,139277445,467784146764.7472,Western Region
Rajasthan,2021,2,Merchant payments,97860493,69922875807.46701,Western Region
Rajasthan,2021,2,Recharge & bill payments,49501703,23387103755.81971,Western Region
Rajasthan,2021,2,Financial Services,216441,186606893.61035588,Western Region
Rajasthan,2021,2,Others,620957,422031947.60023904,Western Region
Rajasthan,2021,3,Peer-to-peer payments,181742972,575912799217.8965,Western Region
Rajasthan,2021,3,Merchant payments,167819345,105548321875.0588,Western Region
Rajasthan,2021,3,Recharge & bill payments,49709657,28335516739.417713,Western Region
Rajasthan,2021,3,Financial Services,197211,190362135.86135092,Western Region
Rajasthan,2021,3,Others,815568,524328574.25040925,Western Region
Rajasthan,2021,4,Merchant payments,221774624,151967969235.0213,Western Region
Rajasthan,2021,4,Peer-to-peer payments,212937264,718215327365.9165,Western Region
Rajasthan,2021,4,Recharge & bill payments,51610607,32831163302.92643,Western Region
Rajasthan,2021,4,Financial Services,265091,263180819.6932125,Western Region
Rajasthan,2021,4,Others,1034011,656777820.7586894,Western Region
Rajasthan,2022,1,Merchant payments,267467038,171182113048.2631,Western Region
Rajasthan,2022,1,Peer-to-peer payments,241739380,814525435614.1677,Western Region
Rajasthan,2022,1,Recharge & bill payments,54555117,35542881861.07577,Western Region
Rajasthan,2022,1,Financial Services,244029,243340851.7120462,Western Region
Rajasthan,2022,1,Others,956656,556409604.9103613,Western Region
Rajasthan,2022,2,Merchant payments,336900860,208238945148.44,Western Region
Rajasthan,2022,2,Peer-to-peer payments,263380560,905641041298.7231,Western Region
Rajasthan,2022,2,Recharge & bill payments,59879660,38325678033.564705,Western Region
Rajasthan,2022,2,Financial Services,170705,175399371.377488,Western Region
Rajasthan,2022,2,Others,838365,452454748.28668594,Western Region
Rajasthan,2022,3,Merchant payments,398104319,230609701751.02283,Western Region
Rajasthan,2022,3,Peer-to-peer payments,299383118,961209376585.562,Western Region
Rajasthan,2022,3,Recharge & bill payments,69118763,46000391408.24405,Western Region
Rajasthan,2022,3,Financial Services,215235,220271929.8423399,Western Region
Rajasthan,2022,3,Others,719925,449514643.60550064,Western Region
Rajasthan,2022,4,Merchant payments,457778005,275194969877.524,Western Region
Rajasthan,2022,4,Peer-to-peer payments,334316758,1130380720682.52,Western Region
Rajasthan,2022,4,Recharge & bill payments,72510470,50609988781.94313,Western Region
Rajasthan,2022,4,Financial Services,244442,270658680.979249,Western Region
Rajasthan,2022,4,Others,725173,500361375.69058275,Western Region
Sikkim,2018,1,Recharge & bill payments,26965,4823943.542263939,Eastern Region
Sikkim,2018,1,Peer-to-peer payments,13559,56334584.632872,Eastern Region
Sikkim,2018,1,Merchant payments,1349,1677583.1440411464,Eastern Region
Sikkim,2018,1,Financial Services,608,86906.81958101383,Eastern Region
Sikkim,2018,1,Others,1597,1727920.8016103164,Eastern Region
Sikkim,2018,2,Recharge & bill payments,45435,9465769.856051585,Eastern Region
Sikkim,2018,2,Peer-to-peer payments,24237,127051984.38798411,Eastern Region
Sikkim,2018,2,Merchant payments,2556,4713227.148135973,Eastern Region
Sikkim,2018,2,Financial Services,562,218130.12995975127,Eastern Region
Sikkim,2018,2,Others,1788,2243974.0076642134,Eastern Region
Sikkim,2018,3,Recharge & bill payments,58421,12221506.18938216,Eastern Region
Sikkim,2018,3,Peer-to-peer payments,43195,215547415.4557628,Eastern Region
Sikkim,2018,3,Merchant payments,4521,5322296.747954514,Eastern Region
Sikkim,2018,3,Financial Services,562,261766.8021705601,Eastern Region
Sikkim,2018,3,Others,1801,1727241.758047811,Eastern Region
Sikkim,2018,4,Recharge & bill payments,79232,16713780.62811737,Eastern Region
Sikkim,2018,4,Peer-to-peer payments,65451,351253329.7420565,Eastern Region
Sikkim,2018,4,Merchant payments,7452,12637809.23946042,Eastern Region
Sikkim,2018,4,Financial Services,717,596472.7145790398,Eastern Region
Sikkim,2018,4,Others,1681,1939965.7540404093,Eastern Region
Sikkim,2019,1,Peer-to-peer payments,121984,422987999.89472663,Eastern Region
Sikkim,2019,1,Recharge & bill payments,96878,20711589.874598,Eastern Region
Sikkim,2019,1,Merchant payments,18346,11837344.84684756,Eastern Region
Sikkim,2019,1,Financial Services,1225,191594.23340424805,Eastern Region
Sikkim,2019,1,Others,1854,2265105.53451732,Eastern Region
Sikkim,2019,2,Peer-to-peer payments,172125,674044301.8399961,Eastern Region
Sikkim,2019,2,Recharge & bill payments,142582,32535297.489453893,Eastern Region
Sikkim,2019,2,Merchant payments,66722,28248001.02647286,Eastern Region
Sikkim,2019,2,Financial Services,2294,310197.54774877685,Eastern Region
Sikkim,2019,2,Others,4521,3756445.53226958,Eastern Region
Sikkim,2019,3,Peer-to-peer payments,203052,794235862.6317358,Eastern Region
Sikkim,2019,3,Merchant payments,188753,52337322.5262961,Eastern Region
Sikkim,2019,3,Recharge & bill payments,156125,33922224.892257094,Eastern Region
Sikkim,2019,3,Financial Services,288,548142.8999844441,Eastern Region
Sikkim,2019,3,Others,4218,3672895.4901549704,Eastern Region
Sikkim,2019,4,Peer-to-peer payments,508471,1086457147.940953,Eastern Region
Sikkim,2019,4,Recharge & bill payments,181287,42705664.086257376,Eastern Region
Sikkim,2019,4,Merchant payments,73992,43954548.804204434,Eastern Region
Sikkim,2019,4,Financial Services,373,494076.3450829056,Eastern Region
Sikkim,2019,4,Others,2947,2898164.4797200123,Eastern Region
Sikkim,2020,1,Peer-to-peer payments,230413,954765350.1856782,Eastern Region
Sikkim,2020,1,Recharge & bill payments,215586,53588505.83882397,Eastern Region
Sikkim,2020,1,Merchant payments,79881,43201695.38937264,Eastern Region
Sikkim,2020,1,Financial Services,345,175569.53933206247,Eastern Region
Sikkim,2020,1,Others,1893,1745150.991195219,Eastern Region
Sikkim,2020,2,Recharge & bill payments,297620,78397187.10935993,Eastern Region
Sikkim,2020,2,Peer-to-peer payments,186495,939900165.9422412,Eastern Region
Sikkim,2020,2,Merchant payments,31442,34385184.657177515,Eastern Region
Sikkim,2020,2,Financial Services,883,999656.0722047673,Eastern Region
Sikkim,2020,2,Others,1291,936594.480283038,Eastern Region
Sikkim,2020,3,Recharge & bill payments,298885,83894642.6709112,Eastern Region
Sikkim,2020,3,Peer-to-peer payments,245087,1255521152.966514,Eastern Region
Sikkim,2020,3,Merchant payments,49299,58337178.6722376,Eastern Region
Sikkim,2020,3,Financial Services,1252,1795366.733436462,Eastern Region
Sikkim,2020,3,Others,1912,1378387.6172995246,Eastern Region
Sikkim,2020,4,Peer-to-peer payments,334069,1711730126.584541,Eastern Region
Sikkim,2020,4,Recharge & bill payments,301382,90168624.05415541,Eastern Region
Sikkim,2020,4,Merchant payments,95503,112478003.8639115,Eastern Region
Sikkim,2020,4,Financial Services,1427,2361187.592392395,Eastern Region
Sikkim,2020,4,Others,2654,2537863.027923054,Eastern Region
Sikkim,2021,1,Peer-to-peer payments,403703,1965492629.578867,Eastern Region
Sikkim,2021,1,Recharge & bill payments,279679,93174110.112334,Eastern Region
Sikkim,2021,1,Merchant payments,112925,154183320.13728723,Eastern Region
Sikkim,2021,1,Financial Services,1844,3027799.2784099854,Eastern Region
Sikkim,2021,1,Others,2038,1789867.7338266163,Eastern Region
Sikkim,2021,2,Peer-to-peer payments,473141,2125758496.6160913,Eastern Region
Sikkim,2021,2,Recharge & bill payments,345495,103846501.524041,Eastern Region
Sikkim,2021,2,Merchant payments,153671,190473176.2184894,Eastern Region
Sikkim,2021,2,Financial Services,1865,2851874.287465013,Eastern Region
Sikkim,2021,2,Others,2542,1969531.0292125773,Eastern Region
Sikkim,2021,3,Peer-to-peer payments,595826,2582075089.383399,Eastern Region
Sikkim,2021,3,Recharge & bill payments,346173,111613776.75942019,Eastern Region
Sikkim,2021,3,Merchant payments,213808,290732930.46291,Eastern Region
Sikkim,2021,3,Financial Services,1689,2624558.3857180667,Eastern Region
Sikkim,2021,3,Others,3098,2290508.8169457563,Eastern Region
Sikkim,2021,4,Peer-to-peer payments,831597,3548508409.656125,Eastern Region
Sikkim,2021,4,Recharge & bill payments,376078,136473754.40071422,Eastern Region
Sikkim,2021,4,Merchant payments,369343,504586163.55697846,Eastern Region
Sikkim,2021,4,Financial Services,2269,3162023.7210206646,Eastern Region
Sikkim,2021,4,Others,5058,4052910.300969372,Eastern Region
Sikkim,2022,1,Peer-to-peer payments,916940,3650961081.00263,Eastern Region
Sikkim,2022,1,Merchant payments,449273,570784579.6670712,Eastern Region
Sikkim,2022,1,Recharge & bill payments,371579,139135962.1036925,Eastern Region
Sikkim,2022,1,Financial Services,2124,3062332.163804472,Eastern Region
Sikkim,2022,1,Others,4386,3487320.9262269526,Eastern Region
Sikkim,2022,2,Peer-to-peer payments,1198014,4596501308.1959305,Eastern Region
Sikkim,2022,2,Merchant payments,706658,847497607.089355,Eastern Region
Sikkim,2022,2,Recharge & bill payments,411189,162174479.69733828,Eastern Region
Sikkim,2022,2,Financial Services,1758,1861284.7969863976,Eastern Region
Sikkim,2022,2,Others,4462,3070990.527526753,Eastern Region
Sikkim,2022,3,Peer-to-peer payments,1222037,4173703593.656705,Eastern Region
Sikkim,2022,3,Merchant payments,772650,830361400.9603965,Eastern Region
Sikkim,2022,3,Recharge & bill payments,397207,153567926.3217131,Eastern Region
Sikkim,2022,3,Financial Services,1538,2851319.5479129553,Eastern Region
Sikkim,2022,3,Others,3326,2396303.4047308513,Eastern Region
Sikkim,2022,4,Peer-to-peer payments,1548662,5175155338.821596,Eastern Region
Sikkim,2022,4,Merchant payments,1033541,1096220774.2554631,Eastern Region
Sikkim,2022,4,Recharge & bill payments,470639,181281682.3220814,Eastern Region
Sikkim,2022,4,Financial Services,2049,2701971.788609252,Eastern Region
Sikkim,2022,4,Others,3448,3025622.2320622765,Eastern Region
Tamil Nadu,2018,1,Recharge & bill payments,3308548,646028338.3951533,Southern Region
Tamil Nadu,2018,1,Peer-to-peer payments,2670613,10031518934.08568,Southern Region
Tamil Nadu,2018,1,Merchant payments,326510,272002057.1736871,Southern Region
Tamil Nadu,2018,1,Financial Services,115363,31876073.74792233,Southern Region
Tamil Nadu,2018,1,Others,305588,280132294.11422664,Southern Region
Tamil Nadu,2018,2,Recharge & bill payments,4464677,1189892955.805177,Southern Region
Tamil Nadu,2018,2,Peer-to-peer payments,4433762,18067624388.09562,Southern Region
Tamil Nadu,2018,2,Merchant payments,627918,517130320.46603084,Southern Region
Tamil Nadu,2018,2,Financial Services,167035,65402385.25640666,Southern Region
Tamil Nadu,2018,2,Others,298736,285794226.64323723,Southern Region
Tamil Nadu,2018,3,Peer-to-peer payments,8810836,26792462660.044956,Southern Region
Tamil Nadu,2018,3,Recharge & bill payments,5148411,1521551955.205038,Southern Region
Tamil Nadu,2018,3,Merchant payments,1290978,733189649.5729835,Southern Region
Tamil Nadu,2018,3,Financial Services,191732,37049222.36590697,Southern Region
Tamil Nadu,2018,3,Others,332121,245838753.995272,Southern Region
Tamil Nadu,2018,4,Peer-to-peer payments,11538547,39180083690.57276,Southern Region
Tamil Nadu,2018,4,Recharge & bill payments,7093764,2020329567.824538,Southern Region
Tamil Nadu,2018,4,Merchant payments,3145621,1742903221.432857,Southern Region
Tamil Nadu,2018,4,Financial Services,228398,46571758.68242933,Southern Region
Tamil Nadu,2018,4,Others,451114,312185737.3815207,Southern Region
Tamil Nadu,2019,1,Peer-to-peer payments,18645926,51296299081.44436,Southern Region
Tamil Nadu,2019,1,Recharge & bill payments,8863289,2695317014.866,Southern Region
Tamil Nadu,2019,1,Merchant payments,4195222,1924461188.990014,Southern Region
Tamil Nadu,2019,1,Financial Services,193261,31217137.54532297,Southern Region
Tamil Nadu,2019,1,Others,377347,256742393.2842679,Southern Region
Tamil Nadu,2019,2,Peer-to-peer payments,16952961,57924128549.06982,Southern Region
Tamil Nadu,2019,2,Recharge & bill payments,8414514,3280033639.85004,Southern Region
Tamil Nadu,2019,2,Merchant payments,6296995,2690331792.5060782,Southern Region
Tamil Nadu,2019,2,Financial Services,70142,18334602.38963153,Southern Region
Tamil Nadu,2019,2,Others,437125,294847441.94211423,Southern Region
Tamil Nadu,2019,3,Peer-to-peer payments,21277636,70615331408.53966,Southern Region
Tamil Nadu,2019,3,Merchant payments,10344027,4079315732.6616826,Southern Region
Tamil Nadu,2019,3,Recharge & bill payments,9246678,3964144354.416151,Southern Region
Tamil Nadu,2019,3,Financial Services,88261,27213741.83107733,Southern Region
Tamil Nadu,2019,3,Others,453581,273599406.1898495,Southern Region
Tamil Nadu,2019,4,Peer-to-peer payments,28814008,91858026341.27563,Southern Region
Tamil Nadu,2019,4,Merchant payments,16153034,6420193204.780616,Southern Region
Tamil Nadu,2019,4,Recharge & bill payments,11157765,4681454397.562926,Southern Region
Tamil Nadu,2019,4,Financial Services,60624,24332240.65556671,Southern Region
Tamil Nadu,2019,4,Others,410980,206859328.26859048,Southern Region
Tamil Nadu,2020,1,Peer-to-peer payments,30880360,101907683045.2843,Southern Region
Tamil Nadu,2020,1,Merchant payments,21541556,8950736938.223478,Southern Region
Tamil Nadu,2020,1,Recharge & bill payments,14134259,5493239429.7322235,Southern Region
Tamil Nadu,2020,1,Financial Services,61427,41422107.81363036,Southern Region
Tamil Nadu,2020,1,Others,335871,176604658.386683,Southern Region
Tamil Nadu,2020,2,Peer-to-peer payments,21700844,82347647064.12332,Southern Region
Tamil Nadu,2020,2,Recharge & bill payments,18474731,6414781159.484189,Southern Region
Tamil Nadu,2020,2,Merchant payments,11477546,6909361871.628205,Southern Region
Tamil Nadu,2020,2,Financial Services,78584,89189349.84916353,Southern Region
Tamil Nadu,2020,2,Others,138405,65529451.74366937,Southern Region
Tamil Nadu,2020,3,Peer-to-peer payments,31754077,123561080533.0467,Southern Region
Tamil Nadu,2020,3,Merchant payments,20664887,12554589575.50485,Southern Region
Tamil Nadu,2020,3,Recharge & bill payments,17521756,7476952307.406668,Southern Region
Tamil Nadu,2020,3,Financial Services,129671,158512062.545901,Southern Region
Tamil Nadu,2020,3,Others,207434,90281020.15995154,Southern Region
Tamil Nadu,2020,4,Peer-to-peer payments,47800741,172196381789.49103,Southern Region
Tamil Nadu,2020,4,Merchant payments,41297305,24417758781.65223,Southern Region
Tamil Nadu,2020,4,Recharge & bill payments,21563946,9462546013.163391,Southern Region
Tamil Nadu,2020,4,Financial Services,153044,186775413.14290392,Southern Region
Tamil Nadu,2020,4,Others,364665,209735503.5452142,Southern Region
Tamil Nadu,2021,1,Peer-to-peer payments,57446279,206405230307.9611,Southern Region
Tamil Nadu,2021,1,Merchant payments,53811885,30722779534.582497,Southern Region
Tamil Nadu,2021,1,Recharge & bill payments,24826273,11115915388.739542,Southern Region
Tamil Nadu,2021,1,Financial Services,170620,215319360.4840321,Southern Region
Tamil Nadu,2021,1,Others,301617,208899281.8834731,Southern Region
Tamil Nadu,2021,2,Peer-to-peer payments,60812902,216379027686.30243,Southern Region
Tamil Nadu,2021,2,Merchant payments,52048347,33504798112.883823,Southern Region
Tamil Nadu,2021,2,Recharge & bill payments,32753032,13155346942.25547,Southern Region
Tamil Nadu,2021,2,Financial Services,192614,225113402.6634022,Southern Region
Tamil Nadu,2021,2,Others,351547,223054882.4467526,Southern Region
Tamil Nadu,2021,3,Merchant payments,85074941,52932187058.57519,Southern Region
Tamil Nadu,2021,3,Peer-to-peer payments,83833356,296121079294.8346,Southern Region
Tamil Nadu,2021,3,Recharge & bill payments,34751691,15613287081.611631,Southern Region
Tamil Nadu,2021,3,Financial Services,182097,246146707.2790811,Southern Region
Tamil Nadu,2021,3,Others,515319,294622911.6328684,Southern Region
Tamil Nadu,2021,4,Merchant payments,117578360,70539086832.13815,Southern Region
Tamil Nadu,2021,4,Peer-to-peer payments,104493071,353529424598.2304,Southern Region
Tamil Nadu,2021,4,Recharge & bill payments,36163870,18979178477.53405,Southern Region
Tamil Nadu,2021,4,Financial Services,228761,275850497.094934,Southern Region
Tamil Nadu,2021,4,Others,691914,400412189.8049112,Southern Region
Tamil Nadu,2022,1,Merchant payments,139788772,81798208975.87326,Southern Region
Tamil Nadu,2022,1,Peer-to-peer payments,119383791,409631710258.4541,Southern Region
Tamil Nadu,2022,1,Recharge & bill payments,34579431,20705079141.096962,Southern Region
Tamil Nadu,2022,1,Financial Services,241201,298216135.37755203,Southern Region
Tamil Nadu,2022,1,Others,579955,355987089.83064437,Southern Region
Tamil Nadu,2022,2,Merchant payments,179245529,100813133534.0309,Southern Region
Tamil Nadu,2022,2,Peer-to-peer payments,136341691,464333108374.57104,Southern Region
Tamil Nadu,2022,2,Recharge & bill payments,38257271,24477663683.79348,Southern Region
Tamil Nadu,2022,2,Financial Services,202498,233054908.9697893,Southern Region
Tamil Nadu,2022,2,Others,459948,277767177.03123105,Southern Region
Tamil Nadu,2022,3,Merchant payments,202149276,109801011246.1606,Southern Region
Tamil Nadu,2022,3,Peer-to-peer payments,148805657,493880482824.98395,Southern Region
Tamil Nadu,2022,3,Recharge & bill payments,41919063,27694221703.16715,Southern Region
Tamil Nadu,2022,3,Financial Services,217741,238069828.1652185,Southern Region
Tamil Nadu,2022,3,Others,404438,265434770.7913805,Southern Region
Tamil Nadu,2022,4,Merchant payments,229308285,118847998736.56459,Southern Region
Tamil Nadu,2022,4,Peer-to-peer payments,162920305,526511418812.77344,Southern Region
Tamil Nadu,2022,4,Recharge & bill payments,43391904,29719449171.38699,Southern Region
Tamil Nadu,2022,4,Financial Services,295740,334812023.56560165,Southern Region
Tamil Nadu,2022,4,Others,400402,275988847.1474179,Southern Region
Telangana,2018,1,Recharge & bill payments,4209319,831912767.5937189,Southern Region
Telangana,2018,1,Peer-to-peer payments,3307245,11748268950.760422,Southern Region
Telangana,2018,1,Merchant payments,351474,282899066.6137372,Southern Region
Telangana,2018,1,Financial Services,262876,57011875.36233704,Southern Region
Telangana,2018,1,Others,391852,388111458.2121352,Southern Region
Telangana,2018,2,Peer-to-peer payments,4784079,20748520742.57553,Southern Region
Telangana,2018,2,Recharge & bill payments,4686542,1274130053.834579,Southern Region
Telangana,2018,2,Merchant payments,701082,551696487.3185427,Southern Region
Telangana,2018,2,Financial Services,277805,85498213.25384143,Southern Region
Telangana,2018,2,Others,315162,357356020.669816,Southern Region
Telangana,2018,3,Peer-to-peer payments,11560952,29253505738.82874,Southern Region
Telangana,2018,3,Recharge & bill payments,5328881,1568136060.627837,Southern Region
Telangana,2018,3,Merchant payments,1770075,855534175.4794186,Southern Region
Telangana,2018,3,Financial Services,307312,52554123.97376218,Southern Region
Telangana,2018,3,Others,365483,300363110.8137954,Southern Region
Telangana,2018,4,Peer-to-peer payments,15571288,44541667501.74112,Southern Region
Telangana,2018,4,Recharge & bill payments,7121135,2165870863.1686497,Southern Region
Telangana,2018,4,Merchant payments,5315161,2356841304.964929,Southern Region
Telangana,2018,4,Financial Services,392423,64569231.235592484,Southern Region
Telangana,2018,4,Others,521147,380139546.93821603,Southern Region
Telangana,2019,1,Peer-to-peer payments,40488967,87361237975.49301,Southern Region
Telangana,2019,1,Merchant payments,12341901,4144368545.5359693,Southern Region
Telangana,2019,1,Recharge & bill payments,11525394,3619117615.4851723,Southern Region
Telangana,2019,1,Financial Services,463688,54547989.27545392,Southern Region
Telangana,2019,1,Others,470752,343989909.8750894,Southern Region
Telangana,2019,2,Peer-to-peer payments,46741594,141095702899.1614,Southern Region
Telangana,2019,2,Merchant payments,25682382,8442740781.469844,Southern Region
Telangana,2019,2,Recharge & bill payments,16225017,5603477828.5489645,Southern Region
Telangana,2019,2,Financial Services,252173,43627344.86329398,Southern Region
Telangana,2019,2,Others,709213,490894328.3915366,Southern Region
Telangana,2019,3,Peer-to-peer payments,59981113,180342868388.36203,Southern Region
Telangana,2019,3,Merchant payments,44035953,14308557740.55424,Southern Region
Telangana,2019,3,Recharge & bill payments,16437222,6793699069.387363,Southern Region
Telangana,2019,3,Financial Services,183163,39617186.74048498,Southern Region
Telangana,2019,3,Others,857925,445278745.3818412,Southern Region
Telangana,2019,4,Peer-to-peer payments,82587060,249346680995.99307,Southern Region
Telangana,2019,4,Merchant payments,59347809,21510626607.08445,Southern Region
Telangana,2019,4,Recharge & bill payments,20797056,9561315124.602655,Southern Region
Telangana,2019,4,Financial Services,137291,33453857.40459593,Southern Region
Telangana,2019,4,Others,703042,294688962.659046,Southern Region
Telangana,2020,1,Peer-to-peer payments,95668911,327641798044.8055,Southern Region
Telangana,2020,1,Merchant payments,76818285,31076431477.91269,Southern Region
Telangana,2020,1,Recharge & bill payments,26324268,12324266104.56499,Southern Region
Telangana,2020,1,Financial Services,88184,59500639.38684589,Southern Region
Telangana,2020,1,Others,509877,241784101.5460485,Southern Region
Telangana,2020,2,Peer-to-peer payments,76683293,279478553909.7438,Southern Region
Telangana,2020,2,Merchant payments,44181999,26712043204.891262,Southern Region
Telangana,2020,2,Recharge & bill payments,30885875,15106945863.85704,Southern Region
Telangana,2020,2,Financial Services,116776,134169906.7475049,Southern Region
Telangana,2020,2,Others,187200,100126467.191328,Southern Region
Telangana,2020,3,Peer-to-peer payments,116668399,437459188905.0534,Southern Region
Telangana,2020,3,Merchant payments,86836471,49743225885.179474,Southern Region
Telangana,2020,3,Recharge & bill payments,32352860,18378477087.57689,Southern Region
Telangana,2020,3,Financial Services,195857,223377023.5052515,Southern Region
Telangana,2020,3,Others,318539,156875854.5548792,Southern Region
Telangana,2020,4,Peer-to-peer payments,160607487,591976601278.5154,Southern Region
Telangana,2020,4,Merchant payments,143897953,81725950703.21272,Southern Region
Telangana,2020,4,Recharge & bill payments,38174710,22006183348.80398,Southern Region
Telangana,2020,4,Financial Services,230134,275357720.01805824,Southern Region
Telangana,2020,4,Others,733503,366346176.4068247,Southern Region
Telangana,2021,1,Merchant payments,185230619,95927278280.53006,Southern Region
Telangana,2021,1,Peer-to-peer payments,179738195,676276353116.8419,Southern Region
Telangana,2021,1,Recharge & bill payments,46371555,26447601338.53346,Southern Region
Telangana,2021,1,Financial Services,262473,320153410.17969453,Southern Region
Telangana,2021,1,Others,969268,387877900.5044867,Southern Region
Telangana,2021,2,Peer-to-peer payments,230861833,872151973637.885,Southern Region
